Umur,Jenis Kelamin,Jam per Minggu,Gaji
58,Laki2,40.0,<=7jt
65,Laki2,18.0,<=7jt
20,Laki2,20.0,<=7jt
32,Laki2,45.0,<=7jt
37,Laki2,50.0,<=7jt
28,Laki2,40.0,<=7jt
37,Laki2,40.0,<=7jt
33,Laki2,40.0,<=7jt
33,Laki2,40.0,>7jt
39,Laki2,40.0,>7jt
51,Laki2,40.0,<=7jt
41,Perempuan,30.0,<=7jt
49,Laki2,40.0,<=7jt
26,Laki2,18.0,<=7jt
23,Laki2,40.0,<=7jt
24,Perempuan,50.0,<=7jt
42,Laki2,80.0,>7jt
52,Perempuan,25.0,<=7jt
21,Perempuan,40.0,<=7jt
44,Laki2,40.0,>7jt
29,Perempuan,40.0,<=7jt
26,Laki2,60.0,<=7jt
81,Perempuan,4.0,<=7jt
21,Laki2,40.0,<=7jt
45,Laki2,40.0,<=7jt
27,Laki2,40.0,<=7jt
31,Laki2,50.0,<=7jt
32,Laki2,50.0,>7jt
53,Laki2,40.0,<=7jt
28,Laki2,30.0,<=7jt
30,Laki2,40.0,>7jt
36,Perempuan,20.0,<=7jt
70,Laki2,20.0,<=7jt
20,Perempuan,40.0,<=7jt
24,Perempuan,40.0,<=7jt
61,Perempuan,25.0,<=7jt
29,Perempuan,20.0,<=7jt
26,Laki2,70.0,<=7jt
24,Perempuan,40.0,<=7jt
57,Laki2,40.0,>7jt
43,Laki2,60.0,<=7jt
29,Laki2,40.0,<=7jt
42,Laki2,60.0,<=7jt
58,Perempuan,40.0,>7jt
51,Perempuan,40.0,<=7jt
51,Laki2,35.0,<=7jt
50,Laki2,40.0,<=7jt
33,Laki2,50.0,>7jt
53,Perempuan,40.0,<=7jt
29,Laki2,40.0,<=7jt
55,Laki2,40.0,>7jt
70,Laki2,40.0,<=7jt
21,Laki2,10.0,<=7jt
35,Laki2,40.0,<=7jt
31,Perempuan,40.0,<=7jt
52,Laki2,40.0,<=7jt
28,Laki2,50.0,<=7jt
29,Laki2,40.0,<=7jt
46,Laki2,40.0,>7jt
19,Laki2,40.0,<=7jt
48,Laki2,40.0,>7jt
43,Laki2,50.0,<=7jt
19,Perempuan,60.0,<=7jt
31,Perempuan,40.0,<=7jt
38,Perempuan,40.0,<=7jt
27,Perempuan,70.0,<=7jt
49,Perempuan,44.0,<=7jt
32,Laki2,40.0,<=7jt
17,Perempuan,14.0,<=7jt
49,Perempuan,35.0,>7jt
28,Laki2,60.0,<=7jt
27,Laki2,50.0,<=7jt
49,Laki2,60.0,<=7jt
68,Laki2,10.0,<=7jt
43,Laki2,35.0,<=7jt
28,Laki2,65.0,>7jt
63,Perempuan,38.0,<=7jt
23,Perempuan,50.0,<=7jt
31,Perempuan,40.0,<=7jt
24,Laki2,40.0,<=7jt
23,Perempuan,20.0,<=7jt
46,Perempuan,52.0,<=7jt
23,Perempuan,30.0,<=7jt
41,Perempuan,40.0,<=7jt
64,Laki2,40.0,>7jt
46,Laki2,60.0,<=7jt
33,Laki2,60.0,<=7jt
17,Perempuan,30.0,<=7jt
49,Laki2,50.0,>7jt
29,Laki2,40.0,<=7jt
27,Laki2,60.0,<=7jt
54,Laki2,98.0,>7jt
59,Perempuan,38.0,<=7jt
22,Laki2,40.0,<=7jt
37,Laki2,40.0,>7jt
27,Perempuan,37.0,<=7jt
52,Laki2,48.0,>7jt
40,Laki2,25.0,<=7jt
37,Perempuan,40.0,<=7jt
63,Laki2,40.0,<=7jt
57,Laki2,15.0,<=7jt
44,Perempuan,35.0,<=7jt
40,Laki2,40.0,<=7jt
26,Laki2,25.0,<=7jt
50,Laki2,40.0,<=7jt
36,Laki2,40.0,<=7jt
45,Laki2,37.0,>7jt
28,Perempuan,40.0,<=7jt
34,Perempuan,35.0,<=7jt
36,Perempuan,40.0,>7jt
51,Laki2,99.0,<=7jt
28,Laki2,45.0,<=7jt
59,Laki2,60.0,<=7jt
60,Perempuan,30.0,<=7jt
79,Laki2,35.0,>7jt
33,Laki2,43.0,<=7jt
37,Laki2,40.0,<=7jt
68,Laki2,55.0,>7jt
26,Laki2,40.0,<=7jt
30,Laki2,40.0,<=7jt
46,Laki2,40.0,<=7jt
30,Laki2,40.0,<=7jt
30,Laki2,40.0,<=7jt
24,Perempuan,84.0,<=7jt
20,Laki2,40.0,<=7jt
45,Perempuan,35.0,<=7jt
60,Laki2,40.0,<=7jt
33,Laki2,50.0,>7jt
28,Laki2,40.0,<=7jt
38,Laki2,40.0,>7jt
21,Laki2,45.0,<=7jt
58,Laki2,40.0,<=7jt
18,Laki2,40.0,<=7jt
36,Laki2,40.0,<=7jt
62,Laki2,40.0,<=7jt
45,Laki2,24.0,>7jt
27,Laki2,60.0,<=7jt
43,Laki2,16.0,<=7jt
25,Laki2,84.0,<=7jt
29,Laki2,42.0,<=7jt
25,Perempuan,40.0,<=7jt
55,Laki2,60.0,>7jt
43,Perempuan,40.0,>7jt
45,Laki2,65.0,>7jt
58,Laki2,40.0,<=7jt
47,Laki2,55.0,>7jt
50,Laki2,50.0,>7jt
18,Laki2,40.0,<=7jt
23,Laki2,40.0,<=7jt
17,Laki2,25.0,<=7jt
38,Laki2,40.0,>7jt
20,Laki2,47.0,<=7jt
37,Laki2,40.0,>7jt
37,Laki2,40.0,>7jt
19,Perempuan,25.0,<=7jt
47,Perempuan,40.0,<=7jt
58,Laki2,40.0,<=7jt
46,Laki2,44.0,>7jt
30,Perempuan,40.0,<=7jt
63,Laki2,40.0,<=7jt
35,Perempuan,45.0,<=7jt
53,Perempuan,40.0,<=7jt
46,Laki2,50.0,>7jt
61,Perempuan,40.0,<=7jt
38,Perempuan,40.0,<=7jt
38,Laki2,54.0,<=7jt
43,Perempuan,40.0,<=7jt
25,Laki2,45.0,<=7jt
34,Laki2,60.0,>7jt
44,Laki2,40.0,>7jt
51,Perempuan,50.0,<=7jt
26,Perempuan,40.0,<=7jt
46,Laki2,40.0,>7jt
67,Laki2,40.0,>7jt
18,Perempuan,20.0,<=7jt
23,Laki2,40.0,<=7jt
36,Laki2,40.0,<=7jt
23,Perempuan,40.0,<=7jt
27,Laki2,40.0,<=7jt
31,Perempuan,35.0,>7jt
18,Perempuan,28.0,<=7jt
22,Laki2,40.0,<=7jt
24,Perempuan,40.0,<=7jt
54,Perempuan,40.0,>7jt
36,Perempuan,35.0,<=7jt
36,Laki2,40.0,>7jt
37,Laki2,50.0,>7jt
53,Perempuan,40.0,<=7jt
18,Perempuan,24.0,<=7jt
33,Perempuan,99.0,>7jt
61,Laki2,40.0,>7jt
24,Perempuan,38.0,<=7jt
25,Laki2,15.0,<=7jt
28,Perempuan,40.0,<=7jt
38,Laki2,45.0,>7jt
20,Laki2,40.0,<=7jt
53,Laki2,40.0,<=7jt
31,Perempuan,35.0,<=7jt
53,Laki2,48.0,>7jt
52,Laki2,40.0,<=7jt
21,Laki2,40.0,<=7jt
63,Laki2,40.0,>7jt
25,Perempuan,50.0,>7jt
27,Perempuan,30.0,<=7jt
22,Laki2,43.0,<=7jt
31,Laki2,60.0,<=7jt
51,Perempuan,38.0,<=7jt
23,Laki2,45.0,<=7jt
22,Laki2,10.0,<=7jt
62,Laki2,32.0,<=7jt
20,Perempuan,20.0,<=7jt
47,Laki2,60.0,<=7jt
58,Laki2,45.0,>7jt
55,Laki2,40.0,<=7jt
42,Laki2,40.0,>7jt
73,Laki2,15.0,<=7jt
66,Laki2,40.0,<=7jt
48,Laki2,70.0,<=7jt
25,Perempuan,50.0,<=7jt
19,Perempuan,20.0,<=7jt
37,Perempuan,33.0,<=7jt
40,Perempuan,40.0,<=7jt
26,Perempuan,37.0,<=7jt
21,Perempuan,35.0,<=7jt
56,Laki2,30.0,<=7jt
52,Laki2,40.0,<=7jt
51,Laki2,40.0,>7jt
30,Laki2,56.0,>7jt
28,Laki2,40.0,>7jt
67,Laki2,40.0,>7jt
43,Perempuan,40.0,>7jt
42,Laki2,60.0,>7jt
46,Laki2,50.0,>7jt
41,Laki2,45.0,<=7jt
36,Perempuan,40.0,<=7jt
55,Perempuan,40.0,<=7jt
49,Laki2,50.0,>7jt
42,Laki2,40.0,<=7jt
32,Perempuan,35.0,<=7jt
23,Laki2,40.0,<=7jt
43,Laki2,40.0,>7jt
35,Laki2,40.0,<=7jt
48,Laki2,40.0,<=7jt
21,Laki2,10.0,<=7jt
27,Laki2,50.0,<=7jt
47,Laki2,40.0,>7jt
21,Laki2,30.0,<=7jt
19,Laki2,20.0,<=7jt
42,Laki2,40.0,<=7jt
37,Laki2,45.0,>7jt
66,Laki2,86.0,>7jt
20,Laki2,40.0,<=7jt
29,Laki2,35.0,<=7jt
48,Laki2,40.0,>7jt
44,Perempuan,40.0,<=7jt
51,Laki2,45.0,>7jt
55,Perempuan,40.0,<=7jt
59,Perempuan,20.0,<=7jt
24,Perempuan,60.0,<=7jt
17,Perempuan,30.0,<=7jt
32,Perempuan,50.0,>7jt
27,Laki2,40.0,<=7jt
43,Perempuan,40.0,<=7jt
36,Perempuan,40.0,<=7jt
27,Laki2,40.0,<=7jt
49,Laki2,40.0,<=7jt
40,Laki2,40.0,>7jt
39,Laki2,40.0,<=7jt
25,Perempuan,16.0,<=7jt
23,Laki2,40.0,<=7jt
76,Perempuan,25.0,<=7jt
24,Perempuan,30.0,<=7jt
31,Laki2,65.0,<=7jt
32,Laki2,80.0,>7jt
25,Laki2,40.0,<=7jt
35,Perempuan,40.0,>7jt
21,Perempuan,40.0,<=7jt
39,Perempuan,60.0,>7jt
31,Laki2,40.0,>7jt
32,Laki2,40.0,>7jt
21,Laki2,25.0,<=7jt
60,Laki2,50.0,<=7jt
22,Perempuan,50.0,<=7jt
53,Laki2,55.0,>7jt
57,Laki2,40.0,>7jt
25,Perempuan,40.0,<=7jt
46,Laki2,40.0,>7jt
52,Laki2,40.0,<=7jt
41,Perempuan,45.0,<=7jt
32,Laki2,55.0,<=7jt
42,Laki2,50.0,<=7jt
30,Perempuan,40.0,>7jt
31,Laki2,72.0,<=7jt
19,Perempuan,30.0,<=7jt
51,Laki2,70.0,<=7jt
38,Perempuan,50.0,>7jt
34,Laki2,40.0,<=7jt
24,Laki2,40.0,<=7jt
38,Laki2,28.0,<=7jt
58,Laki2,40.0,>7jt
30,Perempuan,55.0,>7jt
79,Laki2,20.0,<=7jt
19,Perempuan,10.0,<=7jt
38,Perempuan,32.0,>7jt
30,Laki2,55.0,<=7jt
26,Perempuan,40.0,<=7jt
37,Laki2,44.0,>7jt
47,Laki2,38.0,<=7jt
37,Laki2,40.0,>7jt
36,Laki2,40.0,>7jt
29,Laki2,40.0,<=7jt
24,Perempuan,40.0,<=7jt
34,Perempuan,40.0,<=7jt
46,Laki2,55.0,<=7jt
37,Laki2,40.0,<=7jt
59,Laki2,60.0,<=7jt
50,Perempuan,40.0,<=7jt
28,Perempuan,40.0,<=7jt
30,Perempuan,40.0,<=7jt
24,Laki2,40.0,<=7jt
24,Perempuan,20.0,<=7jt
30,Perempuan,24.0,<=7jt
61,Perempuan,35.0,<=7jt
35,Perempuan,40.0,>7jt
29,Laki2,20.0,<=7jt
31,Perempuan,40.0,<=7jt
19,Laki2,58.0,<=7jt
41,Perempuan,50.0,>7jt
65,Perempuan,20.0,<=7jt
26,Perempuan,40.0,<=7jt
63,Laki2,60.0,>7jt
21,Laki2,40.0,<=7jt
33,Perempuan,55.0,>7jt
40,Perempuan,40.0,<=7jt
52,Laki2,45.0,>7jt
55,Laki2,40.0,<=7jt
33,Laki2,50.0,<=7jt
21,Laki2,48.0,<=7jt
20,Laki2,40.0,<=7jt
29,Laki2,40.0,<=7jt
30,Laki2,40.0,>7jt
58,Laki2,40.0,>7jt
40,Perempuan,45.0,>7jt
50,Laki2,40.0,>7jt
48,Laki2,50.0,<=7jt
25,Perempuan,22.0,<=7jt
35,Perempuan,40.0,<=7jt
47,Perempuan,35.0,<=7jt
45,Laki2,40.0,<=7jt
22,Perempuan,5.0,<=7jt
27,Laki2,9.0,<=7jt
42,Laki2,52.0,<=7jt
55,Laki2,40.0,<=7jt
30,Perempuan,40.0,<=7jt
30,Laki2,40.0,<=7jt
36,Laki2,40.0,<=7jt
37,Perempuan,43.0,<=7jt
49,Perempuan,45.0,<=7jt
50,Laki2,15.0,<=7jt
42,Laki2,40.0,<=7jt
23,Laki2,70.0,<=7jt
22,Perempuan,40.0,<=7jt
73,Laki2,16.0,<=7jt
56,Laki2,40.0,<=7jt
51,Laki2,40.0,>7jt
49,Laki2,40.0,>7jt
26,Perempuan,55.0,<=7jt
36,Laki2,55.0,>7jt
19,Laki2,50.0,<=7jt
47,Laki2,45.0,>7jt
47,Laki2,40.0,<=7jt
21,Laki2,40.0,<=7jt
34,Perempuan,40.0,<=7jt
58,Laki2,35.0,<=7jt
30,Laki2,45.0,>7jt
49,Perempuan,35.0,<=7jt
37,Laki2,40.0,>7jt
21,Laki2,20.0,<=7jt
21,Perempuan,40.0,<=7jt
58,Perempuan,40.0,<=7jt
52,Perempuan,45.0,<=7jt
50,Laki2,50.0,>7jt
54,Perempuan,50.0,<=7jt
38,Laki2,40.0,>7jt
40,Laki2,40.0,>7jt
42,Laki2,80.0,<=7jt
22,Laki2,30.0,<=7jt
61,Laki2,20.0,>7jt
39,Perempuan,60.0,<=7jt
42,Perempuan,40.0,<=7jt
20,Laki2,60.0,<=7jt
39,Laki2,40.0,<=7jt
20,Laki2,20.0,<=7jt
55,Laki2,60.0,<=7jt
51,Laki2,40.0,<=7jt
18,Laki2,20.0,<=7jt
34,Laki2,50.0,>7jt
17,Perempuan,20.0,<=7jt
47,Laki2,50.0,>7jt
39,Perempuan,20.0,>7jt
33,Laki2,70.0,<=7jt
47,Perempuan,55.0,<=7jt
37,Perempuan,40.0,<=7jt
27,Perempuan,40.0,<=7jt
21,Perempuan,3.0,<=7jt
19,Laki2,12.0,<=7jt
61,Laki2,45.0,>7jt
21,Perempuan,20.0,<=7jt
39,Perempuan,35.0,<=7jt
38,Laki2,60.0,<=7jt
43,Laki2,50.0,>7jt
44,Laki2,40.0,<=7jt
19,Laki2,25.0,<=7jt
54,Laki2,40.0,>7jt
21,Laki2,42.0,<=7jt
31,Laki2,35.0,<=7jt
46,Laki2,60.0,<=7jt
64,Laki2,40.0,<=7jt
42,Laki2,50.0,>7jt
31,Perempuan,40.0,<=7jt
34,Perempuan,40.0,<=7jt
30,Laki2,40.0,<=7jt
22,Perempuan,30.0,<=7jt
27,Perempuan,45.0,<=7jt
32,Laki2,60.0,<=7jt
40,Perempuan,40.0,<=7jt
67,Laki2,40.0,<=7jt
51,Laki2,40.0,<=7jt
40,Perempuan,40.0,<=7jt
61,Laki2,40.0,>7jt
25,Perempuan,30.0,<=7jt
60,Laki2,40.0,<=7jt
33,Laki2,40.0,<=7jt
19,Perempuan,20.0,<=7jt
47,Laki2,45.0,>7jt
24,Perempuan,50.0,<=7jt
49,Perempuan,55.0,<=7jt
21,Perempuan,30.0,<=7jt
20,Perempuan,40.0,<=7jt
43,Perempuan,30.0,<=7jt
35,Perempuan,40.0,<=7jt
32,Perempuan,40.0,>7jt
37,Laki2,70.0,<=7jt
25,Laki2,40.0,<=7jt
41,Laki2,40.0,<=7jt
28,Laki2,50.0,<=7jt
55,Laki2,40.0,<=7jt
52,Laki2,70.0,<=7jt
25,Laki2,20.0,<=7jt
18,Laki2,40.0,<=7jt
45,Perempuan,40.0,<=7jt
19,Laki2,30.0,<=7jt
33,Laki2,40.0,>7jt
35,Laki2,40.0,<=7jt
40,Perempuan,40.0,<=7jt
63,Perempuan,20.0,<=7jt
50,Laki2,40.0,<=7jt
49,Perempuan,60.0,<=7jt
21,Perempuan,8.0,<=7jt
52,Laki2,40.0,<=7jt
27,Laki2,75.0,>7jt
24,Perempuan,25.0,<=7jt
50,Perempuan,37.0,>7jt
31,Laki2,40.0,>7jt
41,Perempuan,40.0,<=7jt
20,Perempuan,35.0,<=7jt
54,Laki2,40.0,>7jt
49,Laki2,44.0,<=7jt
55,Perempuan,40.0,<=7jt
29,Laki2,40.0,<=7jt
32,Laki2,40.0,<=7jt
24,Laki2,12.0,<=7jt
18,Laki2,16.0,<=7jt
57,Laki2,50.0,<=7jt
33,Laki2,45.0,<=7jt
28,Laki2,40.0,<=7jt
28,Laki2,40.0,<=7jt
22,Perempuan,35.0,<=7jt
56,Laki2,45.0,<=7jt
47,Laki2,40.0,<=7jt
34,Perempuan,35.0,<=7jt
54,Laki2,1.0,<=7jt
59,Laki2,50.0,>7jt
33,Perempuan,35.0,>7jt
37,Laki2,40.0,<=7jt
47,Laki2,60.0,>7jt
32,Laki2,40.0,<=7jt
36,Perempuan,38.0,<=7jt
21,Laki2,10.0,<=7jt
28,Laki2,35.0,<=7jt
62,Perempuan,32.0,<=7jt
35,Laki2,65.0,>7jt
51,Perempuan,40.0,<=7jt
35,Perempuan,40.0,<=7jt
29,Perempuan,40.0,<=7jt
36,Laki2,48.0,<=7jt
36,Laki2,40.0,<=7jt
26,Laki2,25.0,<=7jt
17,Perempuan,30.0,<=7jt
33,Perempuan,40.0,<=7jt
33,Laki2,45.0,<=7jt
61,Perempuan,40.0,<=7jt
24,Laki2,56.0,<=7jt
53,Perempuan,40.0,<=7jt
19,Laki2,20.0,<=7jt
23,Laki2,40.0,>7jt
33,Laki2,65.0,<=7jt
47,Laki2,50.0,<=7jt
57,Laki2,60.0,>7jt
43,Laki2,40.0,<=7jt
90,Perempuan,10.0,<=7jt
29,Perempuan,50.0,<=7jt
25,Laki2,40.0,<=7jt
48,Laki2,63.0,>7jt
41,Laki2,55.0,>7jt
25,Perempuan,40.0,<=7jt
51,Perempuan,40.0,<=7jt
59,Laki2,40.0,<=7jt
41,Laki2,40.0,<=7jt
42,Laki2,60.0,<=7jt
17,Perempuan,4.0,<=7jt
17,Laki2,10.0,<=7jt
41,Laki2,61.0,>7jt
26,Laki2,35.0,<=7jt
52,Laki2,56.0,>7jt
77,Laki2,40.0,>7jt
31,Laki2,40.0,>7jt
39,Perempuan,40.0,<=7jt
88,Perempuan,40.0,<=7jt
48,Perempuan,32.0,<=7jt
59,Laki2,60.0,<=7jt
55,Laki2,40.0,<=7jt
57,Laki2,40.0,>7jt
47,Laki2,50.0,<=7jt
24,Laki2,40.0,<=7jt
18,Perempuan,20.0,<=7jt
32,Laki2,50.0,<=7jt
28,Laki2,40.0,>7jt
65,Perempuan,22.0,<=7jt
18,Laki2,40.0,<=7jt
34,Perempuan,40.0,<=7jt
41,Perempuan,40.0,>7jt
39,Perempuan,75.0,<=7jt
42,Laki2,50.0,<=7jt
35,Perempuan,55.0,<=7jt
35,Laki2,40.0,<=7jt
53,Laki2,40.0,<=7jt
52,Laki2,49.0,<=7jt
72,Laki2,12.0,<=7jt
58,Laki2,80.0,<=7jt
61,Laki2,60.0,>7jt
17,Perempuan,30.0,<=7jt
32,Perempuan,40.0,<=7jt
50,Laki2,40.0,<=7jt
41,Laki2,40.0,<=7jt
39,Perempuan,30.0,>7jt
29,Laki2,35.0,<=7jt
39,Perempuan,16.0,<=7jt
27,Laki2,48.0,<=7jt
31,Laki2,50.0,<=7jt
48,Laki2,40.0,<=7jt
23,Perempuan,25.0,<=7jt
70,Perempuan,5.0,<=7jt
45,Laki2,56.0,<=7jt
40,Laki2,40.0,<=7jt
31,Laki2,38.0,<=7jt
29,Laki2,40.0,>7jt
18,Perempuan,40.0,<=7jt
41,Perempuan,70.0,<=7jt
31,Laki2,75.0,<=7jt
46,Perempuan,45.0,<=7jt
21,Laki2,40.0,<=7jt
32,Laki2,36.0,<=7jt
40,Laki2,40.0,>7jt
47,Laki2,50.0,<=7jt
45,Laki2,49.0,>7jt
31,Laki2,38.0,<=7jt
38,Laki2,36.0,>7jt
28,Laki2,40.0,<=7jt
41,Laki2,40.0,>7jt
36,Perempuan,50.0,<=7jt
40,Perempuan,40.0,<=7jt
43,Laki2,40.0,>7jt
47,Perempuan,40.0,<=7jt
30,Laki2,50.0,<=7jt
38,Perempuan,50.0,<=7jt
30,Laki2,40.0,>7jt
38,Laki2,40.0,<=7jt
46,Perempuan,52.0,>7jt
27,Laki2,30.0,<=7jt
32,Perempuan,30.0,<=7jt
30,Laki2,50.0,<=7jt
68,Perempuan,35.0,<=7jt
34,Laki2,60.0,<=7jt
67,Perempuan,20.0,<=7jt
46,Laki2,40.0,>7jt
44,Laki2,50.0,<=7jt
54,Perempuan,30.0,<=7jt
61,Perempuan,40.0,<=7jt
25,Laki2,40.0,<=7jt
41,Laki2,50.0,<=7jt
38,Laki2,65.0,<=7jt
60,Laki2,46.0,>7jt
30,Laki2,40.0,<=7jt
56,Perempuan,40.0,<=7jt
46,Perempuan,44.0,>7jt
21,Perempuan,10.0,<=7jt
44,Laki2,50.0,>7jt
27,Perempuan,42.0,<=7jt
30,Laki2,40.0,<=7jt
42,Laki2,40.0,<=7jt
19,Perempuan,40.0,<=7jt
45,Laki2,40.0,>7jt
62,Laki2,40.0,<=7jt
37,Laki2,45.0,>7jt
59,Laki2,40.0,<=7jt
31,Perempuan,20.0,<=7jt
50,Laki2,56.0,>7jt
31,Laki2,55.0,>7jt
25,Perempuan,25.0,<=7jt
22,Laki2,35.0,<=7jt
59,Laki2,8.0,<=7jt
57,Laki2,40.0,<=7jt
62,Perempuan,18.0,<=7jt
36,Laki2,60.0,>7jt
55,Laki2,35.0,<=7jt
43,Perempuan,28.0,<=7jt
44,Laki2,40.0,<=7jt
53,Laki2,40.0,>7jt
23,Laki2,45.0,<=7jt
71,Perempuan,20.0,<=7jt
77,Laki2,4.0,>7jt
64,Laki2,40.0,<=7jt
42,Perempuan,36.0,<=7jt
38,Laki2,20.0,<=7jt
33,Laki2,40.0,<=7jt
52,Laki2,40.0,>7jt
31,Perempuan,40.0,<=7jt
73,Perempuan,11.0,<=7jt
38,Laki2,50.0,>7jt
38,Laki2,50.0,>7jt
26,Laki2,48.0,<=7jt
26,Laki2,48.0,<=7jt
17,Perempuan,24.0,<=7jt
42,Perempuan,40.0,<=7jt
44,Laki2,40.0,<=7jt
54,Perempuan,40.0,<=7jt
18,Perempuan,25.0,<=7jt
28,Perempuan,35.0,<=7jt
52,Laki2,45.0,>7jt
29,Perempuan,35.0,<=7jt
56,Laki2,50.0,<=7jt
32,Laki2,40.0,<=7jt
71,Laki2,16.0,<=7jt
57,Laki2,50.0,<=7jt
18,Perempuan,40.0,<=7jt
18,Perempuan,16.0,<=7jt
31,Laki2,40.0,<=7jt
47,Laki2,40.0,>7jt
20,Perempuan,4.0,<=7jt
80,Laki2,35.0,>7jt
42,Laki2,30.0,<=7jt
47,Laki2,40.0,>7jt
38,Laki2,40.0,>7jt
54,Laki2,25.0,>7jt
37,Perempuan,60.0,<=7jt
32,Perempuan,40.0,<=7jt
38,Perempuan,50.0,>7jt
21,Perempuan,25.0,<=7jt
35,Laki2,30.0,<=7jt
34,Laki2,40.0,>7jt
51,Perempuan,50.0,<=7jt
23,Perempuan,40.0,>7jt
22,Perempuan,35.0,<=7jt
21,Laki2,40.0,<=7jt
39,Perempuan,40.0,<=7jt
19,Laki2,40.0,<=7jt
50,Laki2,45.0,>7jt
46,Perempuan,45.0,<=7jt
29,Perempuan,45.0,<=7jt
50,Laki2,40.0,<=7jt
28,Laki2,43.0,<=7jt
66,Laki2,38.0,<=7jt
37,Laki2,45.0,<=7jt
29,Laki2,40.0,<=7jt
66,Laki2,40.0,<=7jt
51,Laki2,40.0,>7jt
49,Laki2,45.0,<=7jt
29,Laki2,40.0,<=7jt
45,Laki2,55.0,>7jt
50,Laki2,50.0,>7jt
64,Laki2,70.0,<=7jt
40,Laki2,45.0,>7jt
24,Perempuan,20.0,<=7jt
37,Laki2,40.0,<=7jt
48,Laki2,20.0,<=7jt
45,Perempuan,40.0,>7jt
50,Laki2,55.0,>7jt
21,Laki2,40.0,<=7jt
50,Perempuan,55.0,<=7jt
22,Laki2,30.0,<=7jt
17,Perempuan,7.0,<=7jt
59,Perempuan,40.0,<=7jt
47,Laki2,55.0,>7jt
72,Perempuan,25.0,<=7jt
19,Perempuan,35.0,<=7jt
32,Perempuan,40.0,<=7jt
38,Laki2,70.0,>7jt
22,Perempuan,40.0,<=7jt
24,Laki2,40.0,<=7jt
65,Laki2,30.0,<=7jt
59,Laki2,40.0,<=7jt
21,Laki2,8.0,<=7jt
38,Perempuan,40.0,<=7jt
35,Laki2,50.0,<=7jt
26,Laki2,40.0,<=7jt
35,Laki2,99.0,<=7jt
72,Laki2,36.0,<=7jt
44,Laki2,25.0,<=7jt
20,Perempuan,20.0,<=7jt
23,Laki2,50.0,>7jt
54,Perempuan,38.0,<=7jt
58,Perempuan,40.0,<=7jt
29,Laki2,60.0,<=7jt
21,Perempuan,30.0,<=7jt
22,Perempuan,40.0,<=7jt
44,Laki2,60.0,>7jt
64,Laki2,50.0,<=7jt
36,Perempuan,24.0,<=7jt
32,Perempuan,50.0,>7jt
38,Laki2,99.0,<=7jt
37,Laki2,50.0,<=7jt
50,Laki2,40.0,>7jt
19,Laki2,40.0,<=7jt
51,Laki2,40.0,>7jt
49,Laki2,60.0,>7jt
25,Perempuan,37.0,>7jt
41,Laki2,50.0,<=7jt
20,Laki2,30.0,<=7jt
21,Perempuan,20.0,<=7jt
24,Laki2,30.0,<=7jt
22,Laki2,40.0,<=7jt
62,Perempuan,20.0,<=7jt
39,Perempuan,40.0,<=7jt
39,Perempuan,38.0,<=7jt
23,Laki2,50.0,>7jt
28,Laki2,43.0,<=7jt
55,Laki2,45.0,>7jt
62,Perempuan,40.0,<=7jt
18,Laki2,25.0,<=7jt
32,Laki2,40.0,>7jt
33,Perempuan,60.0,<=7jt
18,Laki2,40.0,<=7jt
22,Laki2,30.0,<=7jt
37,Perempuan,40.0,<=7jt
29,Laki2,45.0,<=7jt
45,Laki2,48.0,<=7jt
51,Laki2,60.0,>7jt
24,Perempuan,25.0,<=7jt
23,Laki2,40.0,<=7jt
24,Perempuan,35.0,<=7jt
32,Laki2,40.0,<=7jt
41,Perempuan,40.0,<=7jt
35,Perempuan,48.0,<=7jt
69,Laki2,50.0,>7jt
24,Laki2,50.0,<=7jt
18,Perempuan,40.0,<=7jt
66,Laki2,40.0,<=7jt
44,Laki2,80.0,>7jt
29,Laki2,42.0,<=7jt
37,Laki2,60.0,>7jt
46,Laki2,45.0,>7jt
62,Laki2,40.0,<=7jt
21,Laki2,40.0,<=7jt
49,Laki2,40.0,<=7jt
18,Perempuan,20.0,<=7jt
44,Laki2,40.0,>7jt
55,Laki2,45.0,>7jt
54,Laki2,40.0,<=7jt
53,Laki2,50.0,<=7jt
41,Perempuan,36.0,<=7jt
42,Laki2,40.0,<=7jt
46,Perempuan,60.0,<=7jt
25,Laki2,40.0,<=7jt
41,Perempuan,35.0,<=7jt
31,Laki2,45.0,<=7jt
47,Perempuan,45.0,<=7jt
29,Laki2,40.0,>7jt
31,Laki2,40.0,>7jt
29,Laki2,40.0,<=7jt
40,Laki2,40.0,<=7jt
53,Laki2,40.0,<=7jt
32,Laki2,40.0,<=7jt
41,Laki2,40.0,<=7jt
32,Perempuan,50.0,<=7jt
38,Laki2,40.0,<=7jt
39,Laki2,40.0,<=7jt
36,Perempuan,40.0,<=7jt
27,Perempuan,35.0,<=7jt
45,Laki2,40.0,<=7jt
47,Laki2,40.0,>7jt
72,Perempuan,20.0,<=7jt
33,Perempuan,40.0,<=7jt
31,Perempuan,60.0,<=7jt
23,Laki2,40.0,<=7jt
22,Laki2,40.0,<=7jt
28,Laki2,40.0,<=7jt
25,Laki2,40.0,<=7jt
23,Perempuan,40.0,<=7jt
60,Perempuan,40.0,>7jt
36,Laki2,50.0,<=7jt
49,Laki2,40.0,<=7jt
66,Perempuan,20.0,<=7jt
21,Perempuan,40.0,<=7jt
57,Perempuan,40.0,<=7jt
47,Laki2,32.0,<=7jt
