Umur,Kelas Pekerja,Pekerjaan,Jam per Minggu,Gaji
55,Wiraswasta,Supir,50.0,<=7jt
48,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
22,?,?,23.0,<=7jt
45,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
28,Pekerja Bebas Perusahaan,Ekesekutif Managerial,30.0,<=7jt
29,Wiraswasta,Pemuka Agama,40.0,<=7jt
52,Wiraswasta,Sales,50.0,>7jt
36,Wiraswasta,Pemuka Agama,40.0,<=7jt
34,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,54.0,>7jt
32,Wiraswasta,Mesin Inspeksi,50.0,<=7jt
38,Wiraswasta,Mesin Inspeksi,38.0,<=7jt
22,Wiraswasta,Servis Lainnya,15.0,<=7jt
66,Pemerintah Negara,Ekesekutif Managerial,40.0,>7jt
38,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
42,Pekerja Bebas Bukan Perusahan,Spesialis,52.0,>7jt
50,Pemerintah Lokal,Pemuka Agama,50.0,>7jt
27,Pemerintah Lokal,Spesialis,43.0,<=7jt
30,Wiraswasta,Petani,14.0,<=7jt
58,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
28,Wiraswasta,Perbaikan Kerajinan,46.0,<=7jt
30,Wiraswasta,Sales,40.0,<=7jt
64,Pemerintah Lokal,Ekesekutif Managerial,50.0,<=7jt
35,Wiraswasta,Spesialis,40.0,>7jt
27,Wiraswasta,Perbaikan Kerajinan,49.0,<=7jt
62,?,?,24.0,<=7jt
60,Wiraswasta,Pemuka Agama,50.0,>7jt
34,Wiraswasta,Perbaikan Kerajinan,28.0,<=7jt
54,Wiraswasta,Sales,44.0,<=7jt
43,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
65,?,?,40.0,<=7jt
17,Wiraswasta,Pembersih,20.0,<=7jt
21,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
55,Wiraswasta,Tech-support,50.0,>7jt
36,Wiraswasta,Ekesekutif Managerial,35.0,<=7jt
60,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
67,Wiraswasta,Supir,16.0,<=7jt
28,Wiraswasta,Pembersih,40.0,<=7jt
41,Wiraswasta,Spesialis,45.0,<=7jt
24,Wiraswasta,Sales,35.0,<=7jt
60,Pekerja Bebas Perusahaan,Sales,60.0,<=7jt
40,?,?,5.0,<=7jt
39,Wiraswasta,Spesialis,30.0,<=7jt
17,Wiraswasta,Sales,30.0,<=7jt
33,Wiraswasta,Pemuka Agama,45.0,>7jt
21,Wiraswasta,Petani,40.0,<=7jt
30,Wiraswasta,Mesin Inspeksi,40.0,>7jt
72,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,40.0,<=7jt
38,Wiraswasta,Ekesekutif Managerial,44.0,>7jt
38,Pekerja Bebas Bukan Perusahan,Mesin Inspeksi,40.0,<=7jt
31,Pemerintah Provinsi,Mesin Inspeksi,40.0,<=7jt
31,Pemerintah Lokal,Perbaikan Kerajinan,40.0,>7jt
43,Pekerja Bebas Bukan Perusahan,Sales,35.0,<=7jt
44,Wiraswasta,Spesialis,45.0,>7jt
54,Pekerja Bebas Bukan Perusahan,Sales,40.0,<=7jt
34,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
76,?,?,2.0,<=7jt
17,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
57,?,?,50.0,<=7jt
39,Pemerintah Negara,Spesialis,40.0,<=7jt
29,Pemerintah Negara,Tech-support,45.0,<=7jt
60,Pekerja Bebas Bukan Perusahan,Sales,60.0,<=7jt
67,Wiraswasta,Sales,30.0,>7jt
50,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
41,Pekerja Bebas Perusahaan,Ekesekutif Managerial,40.0,<=7jt
19,?,?,40.0,<=7jt
26,Wiraswasta,Pembersih,40.0,<=7jt
38,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
26,?,?,40.0,<=7jt
22,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
52,Wiraswasta,Spesialis,40.0,<=7jt
32,Wiraswasta,Sales,40.0,<=7jt
48,Wiraswasta,Ekesekutif Managerial,43.0,>7jt
29,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
35,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
55,Wiraswasta,Mesin Inspeksi,48.0,>7jt
27,Pemerintah Lokal,Spesialis,40.0,<=7jt
23,Wiraswasta,Servis Lainnya,44.0,<=7jt
45,Pemerintah Lokal,Servis Lainnya,50.0,<=7jt
22,Pemerintah Lokal,Spesialis,20.0,<=7jt
55,Wiraswasta,Pemuka Agama,40.0,>7jt
34,Pekerja Bebas Bukan Perusahan,Sales,30.0,<=7jt
41,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
51,Pekerja Bebas Bukan Perusahan,Supir,65.0,<=7jt
55,Wiraswasta,Servis Lainnya,52.0,<=7jt
18,?,?,40.0,<=7jt
51,Wiraswasta,Sales,40.0,<=7jt
18,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
36,Wiraswasta,Pemuka Agama,40.0,>7jt
31,Wiraswasta,Supir,45.0,<=7jt
53,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
35,Wiraswasta,Spesialis,50.0,>7jt
58,Wiraswasta,Supir,60.0,<=7jt
23,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
36,Pemerintah Provinsi,Servis Lainnya,40.0,<=7jt
26,Wiraswasta,Sales,35.0,<=7jt
47,Pekerja Bebas Bukan Perusahan,Petani,45.0,>7jt
56,Wiraswasta,Spesialis,45.0,<=7jt
50,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
53,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
51,Wiraswasta,Mesin Inspeksi,40.0,>7jt
41,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
43,Wiraswasta,Ekesekutif Managerial,45.0,<=7jt
26,Wiraswasta,Pembersih,35.0,<=7jt
26,Wiraswasta,Sales,40.0,<=7jt
28,Wiraswasta,Spesialis,40.0,<=7jt
43,Wiraswasta,Tech-support,40.0,<=7jt
82,?,?,20.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,35.0,<=7jt
43,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
34,Wiraswasta,Tech-support,40.0,<=7jt
40,Pemerintah Negara,Pemuka Agama,40.0,<=7jt
20,Wiraswasta,Pemuka Agama,35.0,<=7jt
51,Wiraswasta,Mesin Inspeksi,36.0,<=7jt
51,Wiraswasta,Sales,30.0,>7jt
28,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
26,Wiraswasta,Mesin Inspeksi,50.0,<=7jt
44,Wiraswasta,Mesin Inspeksi,58.0,>7jt
56,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
64,Pekerja Bebas Bukan Perusahan,Pemuka Agama,5.0,<=7jt
42,Wiraswasta,Servis Lainnya,40.0,<=7jt
46,Pemerintah Provinsi,Pemuka Agama,40.0,>7jt
17,Wiraswasta,Sales,20.0,<=7jt
21,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
73,Wiraswasta,Pemuka Agama,20.0,<=7jt
36,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
41,Pemerintah Lokal,Supir,40.0,<=7jt
31,Wiraswasta,Spesialis,25.0,<=7jt
31,Wiraswasta,Ekesekutif Managerial,54.0,<=7jt
42,Wiraswasta,Servis Lainnya,72.0,>7jt
17,Wiraswasta,Servis Lainnya,12.0,<=7jt
20,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,18.0,<=7jt
56,Pekerja Bebas Bukan Perusahan,Spesialis,50.0,<=7jt
35,Wiraswasta,Mesin Inspeksi,48.0,<=7jt
39,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
29,Wiraswasta,Pembersih,35.0,<=7jt
51,Pemerintah Provinsi,Sales,50.0,>7jt
51,Pemerintah Lokal,Spesialis,45.0,>7jt
50,Wiraswasta,Mesin Inspeksi,50.0,>7jt
27,Wiraswasta,Pemuka Agama,35.0,<=7jt
21,Wiraswasta,Penjaga,40.0,<=7jt
37,Wiraswasta,Perbaikan Kerajinan,51.0,<=7jt
36,Wiraswasta,Pembersih,40.0,<=7jt
39,Wiraswasta,Pemuka Agama,40.0,<=7jt
61,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,4.0,<=7jt
51,Wiraswasta,Petani,40.0,<=7jt
34,Wiraswasta,Sales,40.0,>7jt
37,Pemerintah Lokal,Spesialis,30.0,>7jt
25,Wiraswasta,Servis Lainnya,24.0,<=7jt
30,Wiraswasta,Sales,40.0,<=7jt
34,Wiraswasta,Sales,50.0,<=7jt
34,Pekerja Bebas Bukan Perusahan,Spesialis,32.0,>7jt
30,Wiraswasta,Supir,40.0,<=7jt
27,Wiraswasta,Pembersih,40.0,<=7jt
18,?,?,40.0,<=7jt
44,Wiraswasta,Pemuka Agama,32.0,<=7jt
31,Wiraswasta,Sales,40.0,<=7jt
47,Wiraswasta,Spesialis,60.0,>7jt
45,Wiraswasta,Pemuka Agama,40.0,<=7jt
30,Wiraswasta,Pemuka Agama,48.0,<=7jt
33,Wiraswasta,Spesialis,40.0,<=7jt
36,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
25,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
28,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,40.0,<=7jt
30,Wiraswasta,Servis Lainnya,28.0,<=7jt
35,Wiraswasta,Pembersih,40.0,<=7jt
57,Wiraswasta,Pemuka Agama,35.0,<=7jt
43,Wiraswasta,Pemuka Agama,40.0,>7jt
47,Pemerintah Lokal,Penjaga,50.0,>7jt
42,Pekerja Bebas Perusahaan,Spesialis,30.0,<=7jt
37,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
53,Pemerintah Lokal,Spesialis,57.0,<=7jt
20,Wiraswasta,Pemuka Agama,40.0,<=7jt
48,Wiraswasta,Sales,38.0,<=7jt
31,Wiraswasta,Pembersih,40.0,<=7jt
55,Wiraswasta,Spesialis,40.0,>7jt
33,Wiraswasta,Supir,45.0,<=7jt
49,Pekerja Bebas Bukan Perusahan,Spesialis,40.0,>7jt
23,Wiraswasta,Tech-support,40.0,<=7jt
46,Wiraswasta,Perbaikan Kerajinan,45.0,>7jt
22,Wiraswasta,Spesialis,40.0,<=7jt
56,Wiraswasta,Sales,40.0,<=7jt
77,Wiraswasta,Perbaikan Kerajinan,5.0,<=7jt
22,Wiraswasta,Sales,40.0,<=7jt
39,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
45,Pekerja Bebas Bukan Perusahan,Petani,70.0,<=7jt
45,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
50,Pekerja Bebas Bukan Perusahan,Petani,40.0,>7jt
32,Wiraswasta,Spesialis,40.0,>7jt
29,Pemerintah Negara,Spesialis,40.0,>7jt
25,Wiraswasta,Sales,44.0,<=7jt
33,Wiraswasta,Sales,45.0,>7jt
27,Pekerja Bebas Perusahaan,Pemuka Agama,45.0,<=7jt
60,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
54,Wiraswasta,Pemuka Agama,40.0,>7jt
28,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
26,Wiraswasta,Servis Lainnya,15.0,<=7jt
38,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
21,Wiraswasta,Spesialis,40.0,<=7jt
44,Wiraswasta,Ekesekutif Managerial,48.0,>7jt
54,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
67,Wiraswasta,Sales,40.0,<=7jt
43,Wiraswasta,Pemuka Agama,40.0,<=7jt
37,Wiraswasta,Supir,45.0,<=7jt
21,Wiraswasta,Pemuka Agama,40.0,<=7jt
51,Pemerintah Provinsi,Spesialis,40.0,<=7jt
50,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
44,Pemerintah Negara,Spesialis,40.0,<=7jt
45,Wiraswasta,Tech-support,40.0,<=7jt
31,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
28,Pekerja Bebas Bukan Perusahan,Spesialis,7.0,<=7jt
56,Wiraswasta,Sales,45.0,>7jt
27,Wiraswasta,Sales,22.0,<=7jt
39,Wiraswasta,Ekesekutif Managerial,55.0,<=7jt
40,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
35,Wiraswasta,Perbaikan Kerajinan,45.0,>7jt
54,?,?,60.0,>7jt
26,Wiraswasta,Pemuka Agama,40.0,<=7jt
17,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
64,Pemerintah Provinsi,Spesialis,40.0,>7jt
43,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
32,Wiraswasta,Sales,40.0,>7jt
40,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
36,Wiraswasta,Spesialis,40.0,<=7jt
37,Wiraswasta,Pembersih,50.0,<=7jt
27,Wiraswasta,Servis Lainnya,35.0,<=7jt
56,Wiraswasta,Pemuka Agama,38.0,<=7jt
43,Pemerintah Lokal,Ekesekutif Managerial,60.0,>7jt
38,Wiraswasta,Pembersih,30.0,<=7jt
20,Wiraswasta,Servis Lainnya,40.0,<=7jt
63,Wiraswasta,Pembersih,40.0,<=7jt
20,?,?,30.0,<=7jt
20,Wiraswasta,Sales,30.0,<=7jt
60,Wiraswasta,Supir,10.0,<=7jt
32,Wiraswasta,Sales,45.0,<=7jt
27,Pemerintah Lokal,Penjaga,45.0,>7jt
46,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,55.0,>7jt
45,Wiraswasta,Servis Lainnya,20.0,<=7jt
29,Pekerja Bebas Perusahaan,Sales,25.0,>7jt
51,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
50,Wiraswasta,Sales,40.0,<=7jt
43,Pemerintah Lokal,Ekesekutif Managerial,50.0,>7jt
37,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
53,Wiraswasta,Asisten Rumah Tangga,50.0,<=7jt
35,Wiraswasta,Servis Lainnya,50.0,<=7jt
35,Wiraswasta,Perbaikan Kerajinan,60.0,<=7jt
20,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
57,Pekerja Bebas Bukan Perusahan,Sales,48.0,<=7jt
37,Wiraswasta,Sales,50.0,<=7jt
60,Wiraswasta,Servis Lainnya,40.0,<=7jt
26,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
28,Wiraswasta,Supir,40.0,<=7jt
36,Pemerintah Provinsi,Pemuka Agama,70.0,<=7jt
45,Wiraswasta,Pemuka Agama,40.0,>7jt
32,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
43,Pemerintah Provinsi,Spesialis,55.0,>7jt
74,Wiraswasta,Asisten Rumah Tangga,15.0,<=7jt
17,Wiraswasta,Sales,20.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,35.0,<=7jt
55,Pemerintah Lokal,Spesialis,40.0,>7jt
42,Wiraswasta,Tech-support,40.0,<=7jt
51,Pemerintah Provinsi,Servis Lainnya,40.0,<=7jt
34,Wiraswasta,Spesialis,40.0,>7jt
28,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,<=7jt
28,Wiraswasta,Sales,45.0,<=7jt
58,Wiraswasta,Sales,40.0,<=7jt
35,Wiraswasta,Sales,45.0,>7jt
41,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
73,Wiraswasta,Petani,12.0,<=7jt
64,Wiraswasta,Supir,40.0,>7jt
29,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
29,?,?,30.0,<=7jt
24,Pekerja Bebas Perusahaan,Supir,40.0,<=7jt
33,Wiraswasta,Ekesekutif Managerial,55.0,>7jt
33,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
43,Wiraswasta,Ekesekutif Managerial,30.0,>7jt
52,Wiraswasta,Pemuka Agama,16.0,>7jt
29,Pemerintah Negara,Spesialis,40.0,>7jt
42,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
35,Pekerja Bebas Bukan Perusahan,Petani,75.0,<=7jt
53,?,?,35.0,<=7jt
39,Wiraswasta,Spesialis,50.0,>7jt
42,Pemerintah Lokal,Spesialis,40.0,>7jt
29,Pekerja Bebas Perusahaan,Spesialis,25.0,<=7jt
34,Wiraswasta,Pemuka Agama,38.0,<=7jt
57,Wiraswasta,Pemuka Agama,40.0,<=7jt
38,Wiraswasta,Spesialis,25.0,<=7jt
59,Wiraswasta,Mesin Inspeksi,30.0,<=7jt
47,Wiraswasta,Servis Lainnya,55.0,<=7jt
62,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,40.0,>7jt
52,Wiraswasta,Sales,40.0,<=7jt
48,Pemerintah Lokal,Ekesekutif Managerial,40.0,>7jt
46,Wiraswasta,Pembersih,35.0,<=7jt
43,Wiraswasta,Pemuka Agama,40.0,<=7jt
44,Wiraswasta,Spesialis,40.0,<=7jt
23,Wiraswasta,Sales,40.0,<=7jt
32,Wiraswasta,Ekesekutif Managerial,43.0,>7jt
39,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,60.0,<=7jt
84,Wiraswasta,Spesialis,16.0,<=7jt
42,Pekerja Bebas Bukan Perusahan,Petani,50.0,<=7jt
55,Wiraswasta,Pembersih,40.0,<=7jt
36,Pemerintah Lokal,Pemuka Agama,35.0,<=7jt
19,Wiraswasta,Pemuka Agama,25.0,<=7jt
23,Wiraswasta,Sales,40.0,<=7jt
24,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
25,Wiraswasta,Tech-support,40.0,>7jt
25,Wiraswasta,Spesialis,43.0,<=7jt
38,Pekerja Bebas Bukan Perusahan,Petani,60.0,<=7jt
44,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
35,Wiraswasta,Pembersih,24.0,<=7jt
31,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
30,Wiraswasta,Tech-support,40.0,<=7jt
35,Wiraswasta,Servis Lainnya,40.0,<=7jt
45,Wiraswasta,Sales,55.0,<=7jt
46,Pekerja Bebas Perusahaan,Penjaga,70.0,<=7jt
18,Wiraswasta,Servis Lainnya,20.0,<=7jt
41,Pekerja Bebas Bukan Perusahan,Supir,40.0,<=7jt
68,Wiraswasta,Supir,70.0,<=7jt
45,Wiraswasta,Tech-support,37.0,>7jt
47,Pemerintah Provinsi,Pemuka Agama,40.0,>7jt
54,Pemerintah Provinsi,Ekesekutif Managerial,42.0,>7jt
37,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,50.0,<=7jt
23,Wiraswasta,Sales,40.0,<=7jt
26,Wiraswasta,Sales,35.0,<=7jt
41,Wiraswasta,Spesialis,50.0,>7jt
25,Wiraswasta,Sales,40.0,<=7jt
28,?,?,58.0,<=7jt
24,Pemerintah Lokal,Penjaga,40.0,<=7jt
64,Wiraswasta,Sales,40.0,<=7jt
29,Wiraswasta,Pemuka Agama,40.0,<=7jt
20,Wiraswasta,Perbaikan Kerajinan,20.0,<=7jt
43,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
24,Pemerintah Negara,Pemuka Agama,45.0,<=7jt
31,Wiraswasta,Servis Lainnya,38.0,<=7jt
44,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
37,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
47,Wiraswasta,Servis Lainnya,40.0,<=7jt
30,Wiraswasta,Tech-support,45.0,<=7jt
49,Wiraswasta,Servis Lainnya,8.0,<=7jt
27,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
33,Wiraswasta,Spesialis,40.0,>7jt
57,Wiraswasta,Tech-support,40.0,<=7jt
25,Wiraswasta,Spesialis,55.0,<=7jt
31,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
41,Wiraswasta,Servis Lainnya,30.0,<=7jt
58,Pemerintah Lokal,Pembersih,40.0,<=7jt
65,Wiraswasta,Sales,18.0,<=7jt
20,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,20.0,<=7jt
32,Wiraswasta,Supir,45.0,<=7jt
37,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
28,Wiraswasta,Pemuka Agama,40.0,<=7jt
37,Pemerintah Provinsi,Perbaikan Kerajinan,40.0,<=7jt
33,Wiraswasta,Pembersih,40.0,<=7jt
33,Wiraswasta,Pemuka Agama,40.0,>7jt
39,Pemerintah Lokal,Spesialis,40.0,>7jt
51,Wiraswasta,Supir,40.0,<=7jt
41,Wiraswasta,Servis Lainnya,30.0,<=7jt
49,Wiraswasta,Petani,40.0,<=7jt
26,Wiraswasta,Sales,18.0,<=7jt
23,Wiraswasta,Pemuka Agama,40.0,<=7jt
24,Wiraswasta,Pembersih,50.0,<=7jt
42,Pekerja Bebas Bukan Perusahan,Supir,80.0,>7jt
52,Wiraswasta,Servis Lainnya,25.0,<=7jt
21,Wiraswasta,Pemuka Agama,40.0,<=7jt
44,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
29,Wiraswasta,Servis Lainnya,40.0,<=7jt
26,Wiraswasta,Ekesekutif Managerial,60.0,<=7jt
81,?,?,4.0,<=7jt
21,Wiraswasta,Sales,40.0,<=7jt
45,Wiraswasta,Servis Lainnya,40.0,<=7jt
27,Wiraswasta,Pemuka Agama,40.0,<=7jt
31,Wiraswasta,Supir,50.0,<=7jt
32,Wiraswasta,Sales,50.0,>7jt
53,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
28,Pekerja Bebas Bukan Perusahan,Spesialis,30.0,<=7jt
30,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
36,Wiraswasta,Servis Lainnya,20.0,<=7jt
70,Wiraswasta,Pemuka Agama,20.0,<=7jt
20,?,?,40.0,<=7jt
24,?,?,40.0,<=7jt
61,Wiraswasta,Sales,25.0,<=7jt
29,Wiraswasta,Penjaga,20.0,<=7jt
26,Wiraswasta,Petani,70.0,<=7jt
24,Wiraswasta,Pemuka Agama,40.0,<=7jt
57,Pemerintah Lokal,Pembersih,40.0,>7jt
43,Pemerintah Negara,Supir,60.0,<=7jt
29,Wiraswasta,Spesialis,40.0,<=7jt
42,Wiraswasta,Supir,60.0,<=7jt
58,Wiraswasta,Tech-support,40.0,>7jt
51,Wiraswasta,Pemuka Agama,40.0,<=7jt
51,Wiraswasta,Spesialis,35.0,<=7jt
50,Wiraswasta,Servis Lainnya,40.0,<=7jt
33,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
53,Wiraswasta,Pembersih,40.0,<=7jt
29,Wiraswasta,Supir,40.0,<=7jt
55,Pemerintah Lokal,Spesialis,40.0,>7jt
70,Pemerintah Negara,Ekesekutif Managerial,40.0,<=7jt
21,Pemerintah Negara,Ekesekutif Managerial,10.0,<=7jt
35,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
31,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
52,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,<=7jt
28,Wiraswasta,Spesialis,50.0,<=7jt
29,?,?,40.0,<=7jt
46,Pemerintah Provinsi,Spesialis,40.0,>7jt
19,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
48,Wiraswasta,Sales,40.0,>7jt
43,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
19,Wiraswasta,Mesin Inspeksi,60.0,<=7jt
31,Wiraswasta,Spesialis,40.0,<=7jt
38,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
27,Wiraswasta,Spesialis,70.0,<=7jt
49,Pemerintah Lokal,Pemuka Agama,44.0,<=7jt
32,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
17,Wiraswasta,Sales,14.0,<=7jt
49,Pekerja Bebas Perusahaan,Ekesekutif Managerial,35.0,>7jt
28,Wiraswasta,Mesin Inspeksi,60.0,<=7jt
27,Wiraswasta,Pembersih,50.0,<=7jt
49,Pekerja Bebas Perusahaan,Sales,60.0,<=7jt
68,Wiraswasta,Perbaikan Kerajinan,10.0,<=7jt
43,Wiraswasta,Spesialis,35.0,<=7jt
28,Pekerja Bebas Perusahaan,Ekesekutif Managerial,65.0,>7jt
63,Pemerintah Negara,Pemuka Agama,38.0,<=7jt
23,Wiraswasta,Pemuka Agama,50.0,<=7jt
31,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
24,Wiraswasta,Servis Lainnya,40.0,<=7jt
23,Wiraswasta,Servis Lainnya,20.0,<=7jt
46,Wiraswasta,Mesin Inspeksi,52.0,<=7jt
23,Wiraswasta,Sales,30.0,<=7jt
41,Wiraswasta,Spesialis,40.0,<=7jt
64,?,?,40.0,>7jt
46,Wiraswasta,Pemuka Agama,60.0,<=7jt
33,Wiraswasta,Supir,60.0,<=7jt
17,?,?,30.0,<=7jt
49,Wiraswasta,Sales,50.0,>7jt
29,Wiraswasta,Supir,40.0,<=7jt
27,Pemerintah Lokal,Supir,60.0,<=7jt
54,Pekerja Bebas Perusahaan,Ekesekutif Managerial,98.0,>7jt
59,Wiraswasta,Servis Lainnya,38.0,<=7jt
22,Wiraswasta,Pembersih,40.0,<=7jt
37,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
27,Wiraswasta,Mesin Inspeksi,37.0,<=7jt
52,Pemerintah Negara,Penjaga,48.0,>7jt
40,Wiraswasta,Perbaikan Kerajinan,25.0,<=7jt
37,Wiraswasta,Pemuka Agama,40.0,<=7jt
63,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
57,Pekerja Bebas Bukan Perusahan,Sales,15.0,<=7jt
44,Wiraswasta,Sales,35.0,<=7jt
40,Wiraswasta,Sales,40.0,<=7jt
26,Pemerintah Negara,Pemuka Agama,25.0,<=7jt
50,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
36,Pemerintah Lokal,Supir,40.0,<=7jt
45,Pemerintah Lokal,Spesialis,37.0,>7jt
28,Wiraswasta,Spesialis,40.0,<=7jt
34,Wiraswasta,Servis Lainnya,35.0,<=7jt
36,Wiraswasta,Pemuka Agama,40.0,>7jt
51,Pekerja Bebas Bukan Perusahan,Servis Lainnya,99.0,<=7jt
28,Wiraswasta,Supir,45.0,<=7jt
59,Pekerja Bebas Bukan Perusahan,Petani,60.0,<=7jt
60,Wiraswasta,Perbaikan Kerajinan,30.0,<=7jt
79,Wiraswasta,Spesialis,35.0,>7jt
33,Wiraswasta,Supir,43.0,<=7jt
37,Wiraswasta,Servis Lainnya,40.0,<=7jt
68,Wiraswasta,Spesialis,55.0,>7jt
26,Wiraswasta,Pemuka Agama,40.0,<=7jt
30,Pekerja Bebas Bukan Perusahan,Sales,40.0,<=7jt
46,Wiraswasta,Pemuka Agama,40.0,<=7jt
30,Wiraswasta,Supir,40.0,<=7jt
30,Wiraswasta,Sales,40.0,<=7jt
24,Wiraswasta,Supir,84.0,<=7jt
20,?,?,40.0,<=7jt
45,Wiraswasta,Sales,35.0,<=7jt
60,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
33,Pekerja Bebas Bukan Perusahan,Sales,50.0,>7jt
28,Pemerintah Lokal,Pembersih,40.0,<=7jt
38,Wiraswasta,Spesialis,40.0,>7jt
21,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
58,Wiraswasta,Sales,40.0,<=7jt
18,Wiraswasta,Pembersih,40.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
62,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
45,Wiraswasta,Spesialis,24.0,>7jt
27,Wiraswasta,Servis Lainnya,60.0,<=7jt
43,Wiraswasta,Pembersih,16.0,<=7jt
25,Wiraswasta,Tech-support,84.0,<=7jt
29,Wiraswasta,Ekesekutif Managerial,42.0,<=7jt
25,Wiraswasta,Spesialis,40.0,<=7jt
